driver_id,customer_id,driver_gmv_of_customer,n_trips,customer_total_gmv,gmv_concentration,n_promo_orders,n_fake,fake_rate,fake_rate_reliable,n_rated_by_customer,n_rated_by_driver,pct_rate_customer_is_5,pct_rate_driver_is_5,mutual_perfect_rating,fake_trip_discount,if_score_percentile,vae_rank_pct,lof_score_percentile
028fbed249ea84a7,fa07212df358fc4d,4371000.0,21,4371000.0,1.0,4,1,0.25,True,20,21,1.0,1.0,True,35000.0,0.005283637548191714,0.012847544146653123,0.5410645312561526
0301763358a39ef0,d233dba7eac424e0,3902000.0,20,3902000.0,1.0,5,3,0.6,True,18,20,1.0,1.0,True,44000.0,0.0002434196160413527,3.221730212310536e-05,0.005677404574140962
036d9575794db19e,cafd8f33c580a36b,3421000.0,15,4021000.0,0.8507833872171102,7,2,0.2857142857142857,True,15,12,1.0,1.0,True,29000.0,0.006643923637834568,0.01587597054622647,0.4909737858551725
0371307880844642,7553c1f451a3f09f,490000.0,10,490000.0,1.0,1,1,1.0,False,10,0,1.0,,False,40000.0,0.009178351404853357,0.020110755925298762,0.052779100278142706
03bd842e36d0fdf8,a6f638a8c4bfe89e,3047000.0,11,3047000.0,1.0,2,2,1.0,False,10,0,1.0,,False,55000.0,0.0020475885349360845,0.008297745146821356,0.06338217237688516
03c7292a988173d7,822bfd37d52eabbf,3570000.0,12,3570000.0,1.0,6,3,0.5,True,11,12,1.0,1.0,True,304000.0,0.006572329633116523,0.020991362183330753,0.1946247221257692
0455fce5025b170d,06b645fb5851b587,9811000.0,25,9967000.0,0.9843483495535268,6,2,0.3333333333333333,True,10,0,1.0,,False,62000.0,0.0004474625294877807,0.003332700919625009,0.16136214753376552
04a9ec6821110c1f,f89b8475159ebc99,5487000.0,26,5487000.0,1.0,5,2,0.4,True,4,1,1.0,1.0,True,106000.0,0.0006300272415187952,0.0042240462783647015,0.0983486842811783
051be3f734b1dc6e,e8eaec1f365bd87c,2999000.0,13,2999000.0,1.0,1,1,1.0,False,3,12,1.0,1.0,True,85000.0,0.023686876460965157,0.020404291344642833,0.2112094733187043
052760bc4af30acb,5b75e6bcce36c911,3828000.0,27,3828000.0,1.0,4,1,0.25,True,4,0,1.0,,False,38000.0,0.004707305810211453,0.02255211148618419,0.5756480152352043
052d15e8e3c63f78,98de52db107e592c,4145400.0,24,4145400.0,1.0,4,1,0.25,True,21,24,1.0,1.0,True,20000.0,0.004317118484498108,0.0075603268982255,0.28606816465189205
05ab72dc1fb1749f,c42d9d3796afc94f,1803000.0,23,1803000.0,1.0,5,5,1.0,True,22,23,1.0,1.0,True,92000.0,0.004424509491575176,0.003608337837789466,0.014050323425916314
05cd2390b121e91e,7fe1145c36e7c252,787000.0,23,787000.0,1.0,5,1,0.2,True,14,23,1.0,1.0,True,6000.0,0.00572394067720769,0.00726679147888154,0.035940190368458545
061cb4d45139ad4e,020ba31a4130c57c,4628000.0,22,4965000.0,0.9321248741188318,4,1,0.25,True,21,22,1.0,1.0,True,11000.0,0.00475026221304228,0.010964621822568632,0.8615085572734139
0652cf0306de3863,14e7207419a2644e,2377000.0,12,2710000.0,0.8771217712177122,4,1,0.25,True,7,2,1.0,1.0,True,9000.0,0.005201304442765963,0.047545578533253585,0.09700629669271495
06a4e45f75a09132,1b54a1770e8d9858,3738000.0,19,3738000.0,1.0,5,1,0.2,True,13,0,1.0,,False,50000.0,0.0012278371809144703,0.010935984220681316,0.20567525675399942
06b08d7cb6fc7f23,79e10a52fab033b7,7681000.0,21,7862000.0,0.9769778682269142,2,1,0.5,False,12,19,1.0,1.0,True,52000.0,0.0007445776490676671,0.0007195197474163528,0.005186985641822354
06b47cc2d2a1a97e,1a27c268b3e72931,2592000.0,19,2929000.0,0.8849436667804712,4,1,0.25,True,17,19,1.0,1.0,True,21000.0,0.009121076201078921,0.02032911763968881,0.4085297097221079
06d43b133ae6fc47,cf898a9422e72e03,2350000.0,11,2401000.0,0.978758850478967,6,2,0.3333333333333333,True,5,11,1.0,1.0,True,49000.0,0.014229308437711426,0.0518304797156286,0.17275991308487829
079bcbeeb1855c5f,c8f321d529fd5810,1368000.0,18,1568000.0,0.8724489795918368,13,1,0.0769230769230769,True,1,18,1.0,1.0,False,9000.0,0.03948767330223767,0.016620548195294127,0.19630002183617143
07ff8f63fb94ae92,8fc5cf59ca4fb5b3,4965000.0,10,5031000.0,0.986881335718545,2,1,0.5,False,6,0,1.0,,False,66000.0,0.006805010148450169,0.014426191950686063,0.40837936231219996
0854cd305441d97f,5a74f1375b0502dd,3004000.0,14,3004000.0,1.0,9,3,0.3333333333333333,True,7,0,1.0,,False,73000.0,0.004352915486857131,0.01811328319366534,0.47046926290392443
086bc75af4997d72,e59632498a127e7c,4134000.0,17,4499000.0,0.9188708601911536,2,1,0.5,False,15,13,1.0,1.0,True,49000.0,0.0059244038904182166,0.013370180381094832,0.5795821057944608
08f264b0aae7dc8f,861a91b08f4dac9d,1687000.0,20,1687000.0,1.0,12,1,0.0833333333333333,True,9,0,1.0,,False,10000.0,0.01667782339906856,0.01909054135806665,0.16799891177112827
098ab00f18ffe1c0,048be285f6b47a8a,5156000.0,31,5186000.0,0.99421519475511,3,1,0.3333333333333333,True,24,30,1.0,1.0,True,30000.0,0.005190565342058256,0.009704567339530956,0.8339627639581462
0aa85cca0d42609d,a6f279b216d02de4,2442000.0,16,2442000.0,1.0,13,1,0.0769230769230769,True,2,0,1.0,,False,12000.0,0.005473361660694533,0.014837857477814853,0.4169885413795449
0ab7ce442c59a2e4,df1232836b721f2e,3518000.0,11,3518000.0,1.0,3,1,0.3333333333333333,True,9,11,1.0,1.0,True,33000.0,0.021342172806449188,0.044495673932264945,0.1960888195222532
0aeb9779c7afae98,fcb821fd51d3a7b7,2622000.0,31,2622000.0,1.0,10,1,0.1,True,29,0,1.0,,False,18000.0,0.004052220667041342,0.003092861003819558,0.09331204604926384
0b2c90d88090bb07,22315cae5a17f956,3447000.0,15,3447000.0,1.0,1,1,1.0,False,6,11,1.0,1.0,True,15000.0,0.01254684932683737,0.027044635282241436,0.621468178254753
0b5723afff4707db,971b4dc05ad9c99c,4836000.0,26,5250000.0,0.9211428571428572,3,1,0.3333333333333333,True,14,26,1.0,1.0,True,18000.0,0.004181089875533823,0.013158978067176696,0.4711136089463868
0b6204e1a3f8c214,c71a6fe4f3f72d23,1605000.0,14,1605000.0,1.0,9,1,0.1111111111111111,True,1,14,1.0,1.0,False,16000.0,0.005688143674848668,0.043332271355596697,0.1542993989683304
0b788f4948c5648b,5236f922e460dc83,2283000.0,18,2283000.0,1.0,4,1,0.25,True,10,18,1.0,1.0,True,31000.0,0.015174349299989618,0.040805002989049655,0.19983318596900695
0be92500f6cfb103,f42eaa32c6400597,975000.0,10,975000.0,1.0,4,1,0.25,True,6,9,1.0,1.0,True,6000.0,0.014293743041957666,0.05087112005240679,0.05582900487913142
0c4547ef96051cad,cb3a42f41d8ed1bc,7600000.0,59,7878000.0,0.9647118558009647,11,4,0.3636363636363636,True,57,2,1.0,1.0,True,266000.0,0.00039197717583129587,0.0006371866419906391,0.022151185059763094
0c72ad0df7635d28,c0757e1684eeb602,3293000.0,21,3293000.0,1.0,18,2,0.1111111111111111,True,9,20,1.0,1.0,True,27000.0,0.005186985641822354,0.005530636864468974,0.2909186584715396
0cc603b3b5c2aabf,b53ce357e14deb40,5151500.0,12,5204500.0,0.9898165049476416,6,3,0.5,True,7,12,1.0,1.0,True,251000.0,0.008458831657437006,0.011576750562907856,0.08822171231381085
0cd42fa3b81a5e6e,7065b970ff3de635,1910000.0,12,2204000.0,0.8666061705989111,3,1,0.3333333333333333,True,11,12,1.0,1.0,True,34000.0,0.009450408622781929,0.04626762554903652,0.4826939392095306
0cdbe40bd7e4ecc7,b9145c05486be0c4,4722000.0,17,4722000.0,1.0,7,2,0.2857142857142857,True,17,14,1.0,1.0,True,138000.0,0.006099809201977426,0.007739311910020641,0.32159310979298594
0cf728ca5605f321,287dae580c24097a,7047000.0,30,7246000.0,0.9725365719017388,1,1,1.0,False,20,29,1.0,1.0,True,63000.0,0.0008770265577960502,0.00844093315625749,0.25494625080095795
0cfa68fa578b72e2,ec41a52debba33b0,4858000.0,23,4958000.0,0.9798305768455022,16,1,0.0625,True,6,23,1.0,1.0,True,31000.0,0.0017898501179511228,0.00562728877083829,0.31746213572075477
0d99a442e09e216f,ce016ac9e80185ca,1164000.0,11,1164000.0,1.0,5,1,0.2,True,3,10,1.0,1.0,True,37000.0,0.027950299441924734,0.03697114403639834,0.09924718904038976
0dd057c655c2cdcc,f9caef3f00d1cbff,2932000.0,22,3082000.0,0.9513303049967552,1,1,1.0,False,14,22,1.0,1.0,True,82000.0,0.008648555769939826,0.03075320472663623,0.27633495971047384
0e613196f0d1656d,a5b1c42e10f6b6a3,3960000.0,20,3960000.0,1.0,10,1,0.1,True,17,20,1.0,1.0,True,10000.0,0.008870497184565765,0.009121076201078937,0.7436755646082197
0f185e2f6ec86a9f,c3a8346607148635,637000.0,23,637000.0,1.0,6,5,0.8333333333333334,True,12,0,1.0,,False,25000.0,0.00186502382290507,0.006976835759773481,0.015138552297630597
0f2aea22548ff1dd,0912db1a6ebf8c8f,4493000.0,32,4650000.0,0.9662365591397848,25,18,0.72,True,27,0,1.0,,False,430000.0,4.1166552712875826e-05,0.0002541587167490533,0.02851589207919729
0f47d04b3e2d9e95,53cb2329c1d19a83,4449000.0,21,4696000.0,0.9474020442930152,13,1,0.0769230769230769,True,9,21,1.0,1.0,True,18000.0,0.004249104180015966,0.009457568023253704,0.32366933592980923
0fc26bfeab6a821a,1c862c7c5566cba8,2490000.0,16,2527000.0,0.9853581321725366,1,1,1.0,False,6,16,1.0,1.0,True,33000.0,0.0031751941092452917,0.00936807551735619,0.07260705988480524
0fffef5e47af90a5,cf030fba920e61ae,1384000.0,12,1384000.0,1.0,2,1,0.5,False,0,0,,,False,25000.0,0.008874076884801668,0.014261525739834524,0.026564955450630565
107e851c438dae28,e47800dce54aedd8,3980000.0,18,4212000.0,0.9449192782526116,1,1,1.0,False,18,14,1.0,1.0,True,22000.0,0.007742891610256557,0.017894921479275294,0.32942907360937596
1085b9128f5cdca6,05f786b54669a287,2310000.0,26,2310000.0,1.0,5,2,0.4,True,22,26,1.0,1.0,True,23000.0,0.0010560115695911624,0.012997891556561059,0.02058327635643791
1086bcbbc55c9a71,8c35250e8b45280d,3788000.0,28,3788000.0,1.0,1,1,1.0,False,18,27,1.0,1.0,True,255000.0,0.0013638657898787556,0.009174771704617446,0.04961106556936922
10a5c009409aace0,fa59a6dd59956ee3,2859000.0,16,2859000.0,1.0,3,1,0.3333333333333333,True,13,16,1.0,1.0,True,45000.0,0.009743944042125913,0.033649182217481144,0.22776200720951628
10d9cebe5df170c5,56ec09cd34ded09b,3702000.0,19,3702000.0,1.0,15,2,0.1333333333333333,True,7,19,1.0,1.0,True,43000.0,0.0007946934523702985,0.005648766972253694,0.047674447741746104
10da5a9ddc94cdf5,f095d9cf61aeaab8,2272000.0,11,2272000.0,1.0,2,2,1.0,False,9,0,1.0,,False,83000.0,0.0020082118323411597,0.018002312486352423,0.10007767949511907
1106711ee9907970,52651d6e3e88b8d4,8029000.0,37,9748900.0,0.8235800962159834,2,1,0.5,False,37,35,1.0,1.0,True,60000.0,0.002011791532577062,0.003021266999101546,0.31126567461240795
1157fbe822afd334,b24046250c5a4553,4491000.0,33,4519000.0,0.9938039389245408,13,5,0.3846153846153846,True,28,32,1.0,1.0,True,198000.0,0.0002577384169849617,0.006361127319198245,0.023532949350821362
11a40109d7d42366,b7115285f26b84ab,2410000.0,11,2410000.0,1.0,1,1,1.0,False,11,10,1.0,1.0,True,20000.0,0.010631709700629668,0.02642176744119451,0.3271237466574549
11fc357296214268,d8a9ac96ff7d8c18,4930000.0,32,5921000.0,0.83262962337443,32,25,0.78125,True,7,32,1.0,1.0,True,1038000.0,0.0004868392320827054,0.00017898501179514081,0.007270371179117461
124fdfc056ba619f,a3836e8c8c855e49,2839000.0,16,3057000.0,0.9286882564605824,2,1,0.5,False,16,16,1.0,1.0,True,76000.0,0.008469570758144713,0.025469567178444508,0.4893915583509037
12790c521f5dfede,b8a555481391ce44,3892000.0,23,4589000.0,0.8481150577467857,13,3,0.2307692307692307,True,19,0,1.0,,False,56000.0,0.001138344675016914,0.005140449538755587,0.3464398091303834
12bc84c8ff37e597,5372cdf03fd6a6e3,4048000.0,20,4048000.0,1.0,17,1,0.0588235294117647,True,9,20,1.0,1.0,True,43000.0,0.006636764237362763,0.00843735345602159,0.3474564439973797
12d9030741c51364,f837ab30ece5915e,3020000.0,21,3200000.0,0.94375,3,1,0.3333333333333333,True,15,16,1.0,1.0,True,25000.0,0.004213307177656943,0.023046110118738694,0.2029332063732983
12f181535454c203,7740f3f588d1d7b8,2087000.0,16,2433000.0,0.8577887381833128,4,1,0.25,True,7,1,1.0,1.0,True,11000.0,0.02872709439311552,0.02320003722888242,0.18613725286644497
13430d7e2f651739,168b7c24aa4cf780,6267000.0,24,6521000.0,0.9610489188774728,16,1,0.0625,True,15,24,1.0,1.0,True,35000.0,0.0015714884035610858,0.004814696817288522,0.2849226605764033
13d99a33c043d7fc,e3a8b9c43e8a5259,1522000.0,15,1522000.0,1.0,4,1,0.25,True,0,0,,,False,26000.0,0.006443460424624042,0.015553797524995305,0.02861254398556665
13dc0b217f225834,65e510f33d32a6af,4378000.0,17,4378000.0,1.0,3,3,1.0,True,7,17,1.0,1.0,True,91000.0,0.0007696355507189827,0.007821645015446355,0.05456179099562203
13ddec0fff826b54,3aa4200977035ca2,6226000.0,17,7472000.0,0.8332441113490364,11,1,0.0909090909090909,True,17,16,1.0,1.0,True,12000.0,0.0018471253217255588,0.00021478201415414677,0.012142343200180417
13e84bf4b712b400,307cbb9c687c240e,3235000.0,17,3411000.0,0.9484022280856054,2,1,0.5,False,11,16,1.0,1.0,True,21000.0,0.004216886877892846,0.02754579331526774,0.4089413752492366
147342c5f9367486,9e6beb0dec9e2b95,1726000.0,10,1726000.0,1.0,2,1,0.5,False,6,10,1.0,1.0,True,33000.0,0.029707932257752735,0.11060557788890757,0.3899510654977752
14892f67ae5cdfe8,436c660c8b13d476,2280000.0,10,2543000.0,0.896578843885175,4,2,0.5,True,8,10,1.0,1.0,True,14000.0,0.014898712381825146,0.0555999040640337,0.03198462160778656
14ab738002ec8bc9,c838206cedf04ae6,2414000.0,13,2616000.0,0.922782874617737,8,3,0.375,True,13,13,1.0,1.0,True,53000.0,0.0024592540620648425,0.019144236861605157,0.11817306418760493
15537ff2073454df,004f58f1dedbc207,5354000.0,36,5354000.0,1.0,10,3,0.3,True,13,0,1.0,,False,57000.0,0.0013531266891710489,0.0014426191950686063,0.009815538046843958
159107f286afb8cb,24b7b9bb5b8cc2db,412000.0,24,514000.0,0.8015564202334631,11,4,0.3636363636363636,True,22,23,1.0,1.0,True,10000.0,0.002974730896034766,0.012410820717873139,0.016724359502135293
15ca64061029d541,0c32bfc3eba4888a,786000.0,13,786000.0,1.0,9,4,0.4444444444444444,True,7,10,1.0,1.0,True,65000.0,0.0009700987639295086,0.005433984958099658,0.007259632078409754
15de35505115e14b,f1aca47ed38a98ab,7072000.0,26,8100000.0,0.8730864197530864,2,1,0.5,False,19,23,1.0,1.0,True,18000.0,0.0038553371540667185,0.005362390953381535,0.42806055420919054
15e6c8e99254a883,97784289819b9cbf,1375000.0,11,1375000.0,1.0,1,1,1.0,False,10,3,1.0,1.0,True,7000.0,0.009958726056280048,0.07216317705555342,0.11457904515075908
16063d298b3a022e,5677afd95840a62d,4970000.0,22,5268000.0,0.9434320425208808,18,2,0.1111111111111111,True,4,0,1.0,,False,57000.0,0.004166771074590214,0.004761001313750013,0.3534166448901569
16d47048494b32b3,0a72a666003e5407,4131000.0,17,4131000.0,1.0,8,6,0.75,True,12,0,1.0,,False,218000.0,0.0003329121219389088,0.0020082118323411224,0.19184687474270903
16ef08ceb1dc90ee,724521d4249d32a2,1522000.0,18,1522000.0,1.0,1,1,1.0,False,0,0,,,False,9000.0,0.004642871205965213,0.0400640050402179,0.06881973703522067
16f42661922bee40,eb8d974a9e5e46d4,465000.0,10,465000.0,1.0,1,1,1.0,False,5,9,1.0,1.0,True,9000.0,0.007503051694451107,0.07558179078084004,0.05217055123803933
1717dc513491e0d4,915ca459c259abd9,1420000.0,11,1585000.0,0.8958990536277602,2,1,0.5,False,11,9,1.0,1.0,True,15000.0,0.01026658027656764,0.035120439014436955,0.054962717422043075
180e389dc9e916ba,45d8462070fb8452,625000.0,44,625000.0,1.0,1,1,1.0,False,26,44,1.0,1.0,True,3000.0,0.0009844175648731175,0.001968835129746216,0.015951144251180407
180e389dc9e916ba,5933dbd796ae1810,271000.0,18,271000.0,1.0,2,2,1.0,False,13,17,1.0,1.0,True,8000.0,0.0026024420715009327,0.014895132681589263,0.34362974444520017
183a0c27566af2ea,bcf9154c0ed2d0cc,6215000.0,18,6215000.0,1.0,8,5,0.625,True,8,17,1.0,1.0,True,168000.0,0.00023983991580545045,0.005759737679566723,0.09135752972046121
189382688dac118a,efc8e438b573922d,3391000.0,19,3534000.0,0.9595359366157328,17,2,0.1176470588235294,True,7,19,1.0,1.0,True,85000.0,0.013226992371658797,0.007492312593743389,0.14376434117407008
1a10cdcf3f3f1ba8,2d849a6828c98212,7200000.0,27,8196000.0,0.8784773060029283,5,1,0.2,True,22,26,1.0,1.0,True,162000.0,0.0011920401785554477,0.004073698868456765,0.41867815989089074
1a63eb6bd85bf23f,b38b481fc7e17fed,3512000.0,16,3728000.0,0.94206008583691,12,1,0.0833333333333333,True,2,4,1.0,1.0,False,14000.0,0.013831961711526277,0.016319853375478366,0.754761896238809
1a8ebc4d1cca7894,bf4f3f2a1eb39d7f,1470000.0,11,1470000.0,1.0,1,1,1.0,False,8,11,1.0,1.0,True,17000.0,0.035449771436139935,0.10033899761234,0.16521390498759633
1ada822335f31052,cb8e150676c6cf7f,1160000.0,10,1160000.0,1.0,10,10,1.0,True,9,0,1.0,,False,286000.0,0.00023089066521569485,0.004936406625309142,0.47273521315325057
1ada822335f31052,ccac9d5f800643ae,1093000.0,11,1093000.0,1.0,11,11,1.0,True,6,0,1.0,,False,267000.0,0.00036870912429793126,0.0035224250321278516,0.47541640862994133
1b3107d537e55b26,596edd038dc7a082,5665000.0,26,5665000.0,1.0,5,1,0.2,True,22,21,1.0,1.0,True,49000.0,0.004761001313749987,0.006772792846327036,0.04043271416451586
1b66db2e069a4cb3,d75bf9a3e40ce8c0,3591000.0,22,3591000.0,1.0,4,1,0.25,True,16,0,1.0,,False,7000.0,0.0024699931627725495,0.009468307123961406,0.11694880670692637
1b8091e855aea98d,43e50d19622695fd,6210500.0,45,6210500.0,1.0,7,1,0.1428571428571428,True,8,44,1.0,1.0,True,31000.0,0.0014497785955404094,0.002623920272916358,0.023883759973939784
1bca6f347788f21d,02071e0aaf031b8f,3748000.0,14,4348000.0,0.8620055197792088,1,1,1.0,False,13,14,1.0,1.0,True,140000.0,0.012042111593575154,0.029085064416705775,0.4946429785969723
1c07449fb877c5a0,21232c2c1a740313,4788000.0,22,5019000.0,0.9539748953974896,3,1,0.3333333333333333,True,16,0,1.0,,False,27000.0,0.000801852852842103,0.008133078935969928,0.5631226441097823
1c42f1b9543355f9,4407e8cee137bb3f,2359000.0,20,2359000.0,1.0,2,2,1.0,False,16,20,1.0,1.0,True,30000.0,0.0012958514853966129,0.0026919345773984693,0.070455660043028
1c9bfcc74e83e050,0807c164b3339892,4124000.0,28,4124000.0,1.0,4,1,0.25,True,25,26,1.0,1.0,True,44000.0,0.0006013896396315772,0.006873024452932364,0.0452724688834557
1caa43ac4cabfe28,2dfaebeb2633a53f,2751000.0,17,2751000.0,1.0,5,1,0.2,True,10,17,1.0,1.0,True,18000.0,0.020479465049596746,0.04112717601028093,0.2534857331047098
1cbe4a26afed3ce3,0ac63a93df213f82,2106000.0,11,2271000.0,0.927344782034346,7,1,0.1428571428571428,True,4,8,1.0,1.0,True,44000.0,0.015417768916030972,0.05168729170619257,0.560384173429317
1d6cd3502b8141b6,2f969fac9a9a404a,8906000.0,46,9095000.0,0.9792193512919186,5,1,0.2,True,17,42,1.0,1.0,True,46000.0,0.0015428508016738678,0.0025487465679624455,0.03168034708773487
1d7b28710ee6575d,8ecc147a26f81659,2476000.0,14,2476000.0,1.0,14,13,0.9285714285714286,True,0,13,,1.0,False,499000.0,0.0006085490401033818,0.0032933242170301025,0.016316273675242434
1d7fa3ac3f5b36e3,ad9da3042eea4a03,3023000.0,12,3023000.0,1.0,1,1,1.0,False,8,12,1.0,1.0,True,115000.0,0.020447247747473626,0.08423392625101578,0.6090394590357003
1e60d96fdf9d89a3,3813813cbf584e0d,2196000.0,16,2424000.0,0.905940594059406,3,1,0.3333333333333333,True,0,0,,,False,50000.0,0.00786102171804133,0.034075166545553426,0.143621153164634
1e82fff829bdf6bf,8b36a8aedcacea67,197000.0,14,237000.0,0.8312236286919831,4,4,1.0,True,0,0,,,False,9000.0,0.0016574012092227396,0.013685194001854306,0.029231832126377737
1ea6e292782a86d5,ea398e884a5cb21d,3264000.0,21,3648000.0,0.8947368421052632,1,1,1.0,False,20,0,1.0,,False,18000.0,0.0008197513540216142,0.00457127720124717,0.07561042838272723
1eaf1d63f20e27ec,62ed356c0b423371,3840000.0,13,3840000.0,1.0,13,12,0.9230769230769232,True,2,13,1.0,1.0,False,752000.0,0.001256474782801688,0.0025415871674906443,0.01241798011834489
1eb76f17b06638bc,819e374863eef931,1217000.0,11,1462000.0,0.832421340629275,5,4,0.8,True,6,10,1.0,1.0,True,67000.0,0.0005584332368007503,0.006518634129577983,0.009307220613345839
1f004ffbd5a25273,a39463acc98eb34c,1135500.0,20,1213000.0,0.9361088211046992,5,1,0.2,True,20,20,1.0,1.0,True,11000.0,0.006779952246798853,0.03293324217030069,0.08603451546967457
1f042dd4805c6333,73a7fca8929192e7,2214000.0,19,2606000.0,0.8495778971603991,3,1,0.3333333333333333,True,6,16,1.0,1.0,True,15000.0,0.02467487372607418,0.030366597101158743,0.28753226204837606
1f0f4372b9c9ff4f,38832af23a567f3f,194000.0,11,194000.0,1.0,1,1,1.0,False,9,11,1.0,1.0,True,4000.0,0.005462622559986826,0.09739648401842826,0.26263902660791183
1f0f4372b9c9ff4f,b6fad5e7169eec93,238000.0,13,238000.0,1.0,1,1,1.0,False,13,11,1.0,1.0,True,4000.0,0.005323014250786639,0.027048214982477337,0.051161075771514894
1f750ea67820917a,68d2dc28899fbe71,2715000.0,26,2715000.0,1.0,6,3,0.5,True,13,25,1.0,1.0,True,26000.0,0.0011813010778477411,0.004138133472702976,0.009683089138115573
1ff00518a18c6182,5e35ce598afb521a,2165000.0,17,2314000.0,0.935609334485739,5,1,0.2,True,15,17,1.0,1.0,True,30000.0,0.01649883838727345,0.04013917874517192,0.5012045691293812
206a1024e1af11f0,b26fbd5baebc974a,2130000.0,15,2396000.0,0.8889816360601002,6,1,0.1666666666666666,True,13,13,1.0,1.0,True,40000.0,0.004900609622950174,0.030567060314369288,0.3327402963275855
219d768e49a71e17,b143b63b7f550d1b,5001000.0,15,5001000.0,1.0,1,1,1.0,False,9,14,1.0,1.0,True,180000.0,0.010667506702988692,0.025738044696137163,0.27718692836661857
21baad084c755f4e,11cc2b47cd5beb57,2242000.0,10,2335000.0,0.96017130620985,5,1,0.2,True,4,9,1.0,1.0,True,9000.0,0.014018106123793193,0.045777206616717914,0.5475223104817203
22083cfc57465875,530718b33235355a,1344000.0,10,1580000.0,0.850632911392405,10,3,0.3,True,2,10,1.0,1.0,False,57000.0,0.011358388848517826,0.07417138888789454,0.05923329980347446
228534977e848c34,3fa21b7284457cc9,1904000.0,11,1904000.0,1.0,2,1,0.5,False,10,11,1.0,1.0,True,9000.0,0.03805221350764087,0.12319896331881164,0.4870432749961518
232d7c28dde226d2,ee5622eba40ef54a,4804000.0,25,5595000.0,0.8586237712243074,15,2,0.1333333333333333,True,6,1,1.0,1.0,True,78000.0,0.0012027792792631544,0.0066224454364191,0.27615239499844285
242118b1762cf284,0503b6c28f039be5,4606000.0,32,4606000.0,1.0,12,3,0.25,True,30,32,1.0,1.0,True,192000.0,0.00016824591108740555,0.004288480882610912,0.03478752689249802
25b7145f567c2fdc,454d16aadbf2a6c2,1597000.0,10,1597000.0,1.0,3,3,1.0,True,3,10,1.0,1.0,True,48000.0,0.00443166889204698,0.015543058424287604,0.17986919775338014
25bd5e7e55457704,cdbd561273d3e850,1828000.0,11,1828000.0,1.0,7,2,0.2857142857142857,True,11,11,1.0,1.0,True,81000.0,0.007073487666142837,0.031032421345036587,0.29609132531241833
25e96bf2f9769d21,41399a6ca198ec94,2691000.0,26,3079000.0,0.873985060084443,17,1,0.0588235294117647,True,13,23,1.0,1.0,True,41000.0,0.015682666733487737,0.008691512172770643,0.06772076906279868
260214622f3a66fa,7873ce1d2299f56e,3418000.0,22,3471000.0,0.9847306251800634,2,2,1.0,False,0,0,,,False,23000.0,0.0008125919535498097,0.004016423664682356,0.10232931094350159
